split,fname,original_shape,mask_area,mask_bbox,slice_ratio
train,hepaticvessel_089_19_CT_liver_tumor.png,"(512, 512)",73972,"(618, 334, 275, 385)",9
train,hepaticvessel_089_20_CT_liver_tumor.png,"(512, 512)",72864,"(620, 332, 273, 379)",9
train,hepaticvessel_089_21_CT_liver_tumor.png,"(512, 512)",72020,"(622, 338, 273, 401)",8
train,hepaticvessel_089_22_CT_liver_vessel.png,"(512, 512)",444,"(378, 672, 265, 69)",1
train,hepaticvessel_089_22_CT_liver_tumor.png,"(512, 512)",65020,"(634, 370, 257, 375)",8
train,hepaticvessel_089_23_CT_liver_tumor.png,"(512, 512)",60796,"(640, 386, 249, 359)",7
train,hepaticvessel_089_24_CT_liver_vessel.png,"(512, 512)",1060,"(352, 562, 299, 155)",2
train,hepaticvessel_089_24_CT_liver_tumor.png,"(512, 512)",59716,"(640, 400, 259, 345)",7
train,hepaticvessel_089_25_CT_liver_vessel.png,"(512, 512)",2336,"(346, 560, 313, 151)",5
train,hepaticvessel_089_25_CT_liver_tumor.png,"(512, 512)",53240,"(654, 440, 243, 305)",6
train,hepaticvessel_089_26_CT_liver_vessel.png,"(512, 512)",2400,"(334, 558, 335, 161)",5
train,hepaticvessel_089_26_CT_liver_tumor.png,"(512, 512)",45620,"(656, 448, 239, 299)",5
train,hepaticvessel_089_27_CT_liver_vessel.png,"(512, 512)",2516,"(326, 550, 347, 167)",6
train,hepaticvessel_089_27_CT_liver_tumor.png,"(512, 512)",36484,"(666, 458, 229, 283)",4
train,hepaticvessel_089_28_CT_liver_vessel.png,"(512, 512)",2636,"(358, 364, 369, 341)",6
train,hepaticvessel_089_28_CT_liver_tumor.png,"(512, 512)",30944,"(674, 462, 221, 263)",3
train,hepaticvessel_089_29_CT_liver_vessel.png,"(512, 512)",2916,"(340, 370, 389, 343)",7
train,hepaticvessel_089_29_CT_liver_tumor.png,"(512, 512)",18472,"(736, 458, 155, 255)",2
train,hepaticvessel_089_30_CT_liver_vessel.png,"(512, 512)",3796,"(258, 364, 483, 323)",9
train,hepaticvessel_089_30_CT_liver_tumor.png,"(512, 512)",10924,"(744, 454, 145, 161)",1
train,hepaticvessel_089_31_CT_liver_vessel.png,"(512, 512)",3120,"(308, 440, 395, 219)",7
train,hepaticvessel_089_32_CT_liver_vessel.png,"(512, 512)",3364,"(306, 478, 451, 179)",8
train,hepaticvessel_089_33_CT_liver_vessel.png,"(512, 512)",2692,"(464, 494, 287, 183)",6
train,hepaticvessel_089_34_CT_liver_vessel.png,"(512, 512)",1512,"(482, 494, 199, 191)",3
train,hepaticvessel_089_35_CT_liver_vessel.png,"(512, 512)",2952,"(482, 494, 209, 131)",7
train,hepaticvessel_089_36_CT_liver_vessel.png,"(512, 512)",4008,"(482, 492, 305, 145)",10
train,hepaticvessel_089_37_CT_liver_vessel.png,"(512, 512)",2984,"(484, 484, 271, 147)",7
train,hepaticvessel_090_15_CT_liver_vessel.png,"(512, 512)",440,"(696, 402, 53, 163)",1
train,hepaticvessel_090_16_CT_liver_vessel.png,"(512, 512)",840,"(688, 380, 61, 185)",2
train,hepaticvessel_090_17_CT_liver_vessel.png,"(512, 512)",980,"(666, 382, 75, 185)",2
train,hepaticvessel_090_18_CT_liver_vessel.png,"(512, 512)",768,"(656, 384, 71, 181)",2
train,hepaticvessel_090_18_CT_liver_tumor.png,"(512, 512)",3824,"(694, 528, 93, 51)",1
train,hepaticvessel_090_19_CT_liver_vessel.png,"(512, 512)",904,"(638, 384, 97, 169)",2
train,hepaticvessel_090_19_CT_liver_tumor.png,"(512, 512)",9704,"(674, 458, 123, 133)",4
train,hepaticvessel_090_20_CT_liver_vessel.png,"(512, 512)",1724,"(630, 394, 107, 159)",4
train,hepaticvessel_090_20_CT_liver_tumor.png,"(512, 512)",15236,"(664, 448, 141, 157)",7
train,hepaticvessel_090_21_CT_liver_vessel.png,"(512, 512)",1132,"(620, 398, 113, 181)",3
train,hepaticvessel_090_21_CT_liver_tumor.png,"(512, 512)",18052,"(660, 442, 151, 167)",8
train,hepaticvessel_090_22_CT_liver_vessel.png,"(512, 512)",1560,"(614, 402, 111, 185)",4
train,hepaticvessel_090_22_CT_liver_tumor.png,"(512, 512)",20188,"(658, 436, 155, 173)",10
train,hepaticvessel_090_23_CT_liver_vessel.png,"(512, 512)",2236,"(584, 410, 123, 177)",6
train,hepaticvessel_090_23_CT_liver_tumor.png,"(512, 512)",20060,"(660, 434, 153, 175)",9
train,hepaticvessel_090_24_CT_liver_vessel.png,"(512, 512)",1444,"(586, 398, 115, 187)",4
train,hepaticvessel_090_24_CT_liver_tumor.png,"(512, 512)",18704,"(660, 448, 151, 159)",9
train,hepaticvessel_090_25_CT_liver_vessel.png,"(512, 512)",880,"(600, 410, 95, 235)",2
train,hepaticvessel_090_25_CT_liver_tumor.png,"(512, 512)",15796,"(658, 454, 143, 147)",7
train,hepaticvessel_090_26_CT_liver_vessel.png,"(512, 512)",644,"(600, 412, 101, 225)",1
train,hepaticvessel_090_26_CT_liver_tumor.png,"(512, 512)",12680,"(656, 462, 133, 133)",6
train,hepaticvessel_090_27_CT_liver_vessel.png,"(512, 512)",1496,"(554, 450, 143, 299)",4
train,hepaticvessel_090_27_CT_liver_tumor.png,"(512, 512)",9880,"(664, 466, 109, 121)",4
train,hepaticvessel_090_28_CT_liver_vessel.png,"(512, 512)",2480,"(550, 502, 153, 237)",7
train,hepaticvessel_090_28_CT_liver_tumor.png,"(512, 512)",6472,"(674, 480, 95, 99)",3
train,hepaticvessel_090_29_CT_liver_vessel.png,"(512, 512)",2608,"(548, 544, 153, 185)",7
train,hepaticvessel_090_30_CT_liver_vessel.png,"(512, 512)",2936,"(526, 524, 187, 215)",8
train,hepaticvessel_090_31_CT_liver_vessel.png,"(512, 512)",2160,"(510, 504, 215, 231)",6
train,hepaticvessel_090_32_CT_liver_vessel.png,"(512, 512)",3540,"(508, 488, 221, 247)",10
train,hepaticvessel_090_33_CT_liver_vessel.png,"(512, 512)",1760,"(486, 504, 237, 233)",4
train,hepaticvessel_090_34_CT_liver_vessel.png,"(512, 512)",1460,"(504, 504, 205, 235)",4
train,hepaticvessel_090_35_CT_liver_vessel.png,"(512, 512)",1952,"(512, 502, 187, 217)",5
train,hepaticvessel_091_16_CT_liver_tumor.png,"(512, 512)",2652,"(546, 740, 59, 57)",2
train,hepaticvessel_091_17_CT_liver_tumor.png,"(512, 512)",6144,"(536, 724, 89, 87)",5
train,hepaticvessel_091_18_CT_liver_vessel.png,"(512, 512)",648,"(746, 348, 129, 199)",1
train,hepaticvessel_091_18_CT_liver_tumor.png,"(512, 512)",7964,"(530, 714, 101, 101)",6
train,hepaticvessel_091_19_CT_liver_vessel.png,"(512, 512)",768,"(648, 348, 221, 403)",1
train,hepaticvessel_091_19_CT_liver_tumor.png,"(512, 512)",9940,"(526, 708, 109, 117)",8
train,hepaticvessel_091_20_CT_liver_vessel.png,"(512, 512)",844,"(644, 348, 225, 405)",1
train,hepaticvessel_091_20_CT_liver_tumor.png,"(512, 512)",11888,"(522, 706, 119, 121)",10
train,hepaticvessel_091_21_CT_liver_vessel.png,"(512, 512)",832,"(644, 310, 223, 443)",1
train,hepaticvessel_091_21_CT_liver_tumor.png,"(512, 512)",11524,"(518, 710, 127, 117)",9
train,hepaticvessel_091_22_CT_liver_vessel.png,"(512, 512)",924,"(622, 312, 239, 439)",1
train,hepaticvessel_091_22_CT_liver_tumor.png,"(512, 512)",10064,"(518, 714, 117, 109)",8
train,hepaticvessel_091_23_CT_liver_vessel.png,"(512, 512)",2012,"(624, 312, 233, 443)",3
train,hepaticvessel_091_23_CT_liver_tumor.png,"(512, 512)",7844,"(520, 730, 107, 89)",6
train,hepaticvessel_091_24_CT_liver_vessel.png,"(512, 512)",3208,"(618, 302, 235, 449)",5
train,hepaticvessel_091_24_CT_liver_tumor.png,"(512, 512)",4228,"(530, 734, 77, 69)",3
train,hepaticvessel_091_25_CT_liver_vessel.png,"(512, 512)",4236,"(614, 304, 249, 445)",7
train,hepaticvessel_091_26_CT_liver_vessel.png,"(512, 512)",4832,"(598, 304, 263, 445)",8
train,hepaticvessel_091_27_CT_liver_vessel.png,"(512, 512)",5120,"(566, 362, 291, 383)",9
train,hepaticvessel_091_28_CT_liver_vessel.png,"(512, 512)",3056,"(610, 366, 243, 371)",5
train,hepaticvessel_091_29_CT_liver_vessel.png,"(512, 512)",3120,"(614, 350, 237, 383)",5
train,hepaticvessel_091_30_CT_liver_vessel.png,"(512, 512)",4372,"(616, 332, 229, 399)",7
train,hepaticvessel_091_31_CT_liver_vessel.png,"(512, 512)",3192,"(614, 364, 223, 373)",5
train,hepaticvessel_091_32_CT_liver_vessel.png,"(512, 512)",2820,"(524, 362, 325, 379)",5
train,hepaticvessel_091_33_CT_liver_vessel.png,"(512, 512)",2132,"(496, 366, 341, 333)",3
train,hepaticvessel_091_34_CT_liver_vessel.png,"(512, 512)",2980,"(502, 366, 337, 331)",5
train,hepaticvessel_091_35_CT_liver_vessel.png,"(512, 512)",3996,"(506, 454, 331, 241)",7
train,hepaticvessel_091_36_CT_liver_vessel.png,"(512, 512)",4236,"(546, 464, 285, 201)",7
train,hepaticvessel_091_37_CT_liver_vessel.png,"(512, 512)",5560,"(542, 468, 273, 197)",10
train,hepaticvessel_092_10_CT_liver_vessel.png,"(512, 512)",2392,"(654, 548, 141, 115)",4
train,hepaticvessel_092_10_CT_liver_tumor.png,"(512, 512)",1776,"(642, 604, 47, 47)",1
train,hepaticvessel_092_11_CT_liver_vessel.png,"(512, 512)",1864,"(628, 508, 151, 171)",3
train,hepaticvessel_092_11_CT_liver_tumor.png,"(512, 512)",5528,"(628, 578, 75, 89)",3
train,hepaticvessel_092_12_CT_liver_vessel.png,"(512, 512)",1572,"(622, 510, 167, 177)",2
train,hepaticvessel_092_12_CT_liver_tumor.png,"(512, 512)",10348,"(618, 570, 121, 109)",6
train,hepaticvessel_092_13_CT_liver_vessel.png,"(512, 512)",1388,"(618, 472, 167, 213)",2
train,hepaticvessel_092_13_CT_liver_tumor.png,"(512, 512)",12292,"(614, 568, 131, 113)",8
train,hepaticvessel_092_14_CT_liver_vessel.png,"(512, 512)",1344,"(634, 466, 141, 219)",2
train,hepaticvessel_092_14_CT_liver_tumor.png,"(512, 512)",14636,"(604, 566, 145, 131)",9
train,hepaticvessel_092_15_CT_liver_vessel.png,"(512, 512)",1812,"(546, 420, 235, 275)",3
train,hepaticvessel_092_15_CT_liver_tumor.png,"(512, 512)",15084,"(596, 568, 153, 133)",10
train,hepaticvessel_092_16_CT_liver_vessel.png,"(512, 512)",3140,"(548, 410, 221, 321)",5
train,hepaticvessel_092_16_CT_liver_tumor.png,"(512, 512)",10884,"(594, 596, 141, 105)",7
train,hepaticvessel_092_17_CT_liver_vessel.png,"(512, 512)",2868,"(562, 412, 197, 315)",4
train,hepaticvessel_092_17_CT_liver_tumor.png,"(512, 512)",13356,"(592, 576, 143, 125)",8
train,hepaticvessel_092_18_CT_liver_vessel.png,"(512, 512)",3680,"(572, 456, 163, 271)",6
train,hepaticvessel_092_18_CT_liver_tumor.png,"(512, 512)",9296,"(592, 602, 131, 97)",6
train,hepaticvessel_092_19_CT_liver_vessel.png,"(512, 512)",3352,"(574, 442, 177, 281)",5
train,hepaticvessel_092_19_CT_liver_tumor.png,"(512, 512)",8092,"(596, 604, 129, 85)",5
train,hepaticvessel_092_20_CT_liver_vessel.png,"(512, 512)",2428,"(568, 414, 177, 303)",4
train,hepaticvessel_092_20_CT_liver_tumor.png,"(512, 512)",3428,"(618, 624, 91, 51)",2
train,hepaticvessel_092_21_CT_liver_vessel.png,"(512, 512)",5348,"(512, 454, 249, 349)",8
train,hepaticvessel_092_22_CT_liver_vessel.png,"(512, 512)",5980,"(512, 450, 215, 351)",10
train,hepaticvessel_092_23_CT_liver_vessel.png,"(512, 512)",5624,"(506, 434, 211, 371)",9
train,hepaticvessel_092_24_CT_liver_vessel.png,"(512, 512)",4084,"(488, 428, 235, 311)",6
train,hepaticvessel_092_25_CT_liver_vessel.png,"(512, 512)",3692,"(472, 428, 261, 331)",6
train,hepaticvessel_092_26_CT_liver_vessel.png,"(512, 512)",3964,"(464, 436, 239, 301)",6
train,hepaticvessel_092_27_CT_liver_vessel.png,"(512, 512)",1632,"(434, 520, 249, 213)",2
train,hepaticvessel_092_28_CT_liver_vessel.png,"(512, 512)",1384,"(456, 514, 229, 185)",2
train,hepaticvessel_093_6_CT_liver_tumor.png,"(512, 512)",14924,"(608, 530, 141, 149)",2
train,hepaticvessel_093_7_CT_liver_tumor.png,"(512, 512)",24308,"(600, 506, 167, 201)",3
train,hepaticvessel_093_8_CT_liver_tumor.png,"(512, 512)",32864,"(550, 488, 223, 227)",4
train,hepaticvessel_093_9_CT_liver_tumor.png,"(512, 512)",43796,"(532, 472, 247, 269)",6
train,hepaticvessel_093_10_CT_liver_vessel.png,"(512, 512)",460,"(724, 464, 43, 31)",1
train,hepaticvessel_093_10_CT_liver_tumor.png,"(512, 512)",45636,"(520, 480, 261, 277)",6
train,hepaticvessel_093_11_CT_liver_tumor.png,"(512, 512)",56460,"(514, 482, 287, 283)",7
train,hepaticvessel_093_12_CT_liver_tumor.png,"(512, 512)",62732,"(498, 470, 307, 301)",8
train,hepaticvessel_093_13_CT_liver_tumor.png,"(512, 512)",68616,"(492, 468, 319, 309)",9
train,hepaticvessel_093_14_CT_liver_tumor.png,"(512, 512)",71800,"(488, 466, 325, 317)",9
train,hepaticvessel_093_15_CT_liver_tumor.png,"(512, 512)",67216,"(488, 464, 323, 321)",9
train,hepaticvessel_093_16_CT_liver_vessel.png,"(512, 512)",576,"(658, 434, 155, 87)",1
train,hepaticvessel_093_16_CT_liver_tumor.png,"(512, 512)",65048,"(504, 466, 315, 317)",8
train,hepaticvessel_093_17_CT_liver_vessel.png,"(512, 512)",464,"(654, 436, 163, 73)",1
train,hepaticvessel_093_17_CT_liver_tumor.png,"(512, 512)",69212,"(482, 482, 341, 289)",9
train,hepaticvessel_093_18_CT_liver_vessel.png,"(512, 512)",492,"(656, 436, 163, 69)",1
train,hepaticvessel_093_18_CT_liver_tumor.png,"(512, 512)",69888,"(482, 486, 341, 285)",9
train,hepaticvessel_093_19_CT_liver_vessel.png,"(512, 512)",452,"(660, 392, 161, 111)",1
train,hepaticvessel_093_19_CT_liver_tumor.png,"(512, 512)",68968,"(482, 488, 335, 283)",9
train,hepaticvessel_093_20_CT_liver_vessel.png,"(512, 512)",520,"(642, 390, 183, 111)",1
train,hepaticvessel_093_20_CT_liver_tumor.png,"(512, 512)",68636,"(474, 486, 339, 283)",9
train,hepaticvessel_093_21_CT_liver_vessel.png,"(512, 512)",716,"(522, 392, 299, 165)",2
train,hepaticvessel_093_21_CT_liver_tumor.png,"(512, 512)",72804,"(472, 470, 353, 297)",10
train,hepaticvessel_093_22_CT_liver_vessel.png,"(512, 512)",1044,"(524, 392, 277, 163)",2
train,hepaticvessel_093_22_CT_liver_tumor.png,"(512, 512)",53840,"(476, 500, 337, 263)",7
train,hepaticvessel_093_23_CT_liver_vessel.png,"(512, 512)",2268,"(526, 392, 271, 189)",6
train,hepaticvessel_093_23_CT_liver_tumor.png,"(512, 512)",51396,"(476, 508, 335, 247)",7
train,hepaticvessel_093_24_CT_liver_vessel.png,"(512, 512)",3468,"(530, 392, 257, 183)",9
train,hepaticvessel_093_24_CT_liver_tumor.png,"(512, 512)",40172,"(518, 510, 291, 225)",5
train,hepaticvessel_093_25_CT_liver_vessel.png,"(512, 512)",2312,"(418, 414, 355, 281)",6
train,hepaticvessel_093_25_CT_liver_tumor.png,"(512, 512)",36524,"(520, 512, 287, 215)",5
train,hepaticvessel_093_26_CT_liver_vessel.png,"(512, 512)",1888,"(418, 414, 355, 277)",5
train,hepaticvessel_093_26_CT_liver_tumor.png,"(512, 512)",31176,"(522, 520, 243, 205)",4
train,hepaticvessel_093_27_CT_liver_vessel.png,"(512, 512)",1560,"(428, 442, 347, 261)",4
train,hepaticvessel_093_27_CT_liver_tumor.png,"(512, 512)",27856,"(536, 534, 211, 187)",3
train,hepaticvessel_093_28_CT_liver_vessel.png,"(512, 512)",1700,"(326, 444, 453, 257)",4
train,hepaticvessel_093_28_CT_liver_tumor.png,"(512, 512)",22172,"(554, 548, 183, 167)",3
train,hepaticvessel_093_29_CT_liver_vessel.png,"(512, 512)",1712,"(328, 446, 377, 255)",4
train,hepaticvessel_093_29_CT_liver_tumor.png,"(512, 512)",16012,"(584, 552, 149, 155)",2
train,hepaticvessel_093_30_CT_liver_vessel.png,"(512, 512)",1856,"(358, 448, 379, 247)",5
train,hepaticvessel_093_30_CT_liver_tumor.png,"(512, 512)",9992,"(588, 576, 137, 123)",1
train,hepaticvessel_093_31_CT_liver_vessel.png,"(512, 512)",3508,"(336, 478, 399, 197)",10
train,hepaticvessel_093_32_CT_liver_vessel.png,"(512, 512)",2320,"(444, 486, 281, 185)",6
train,hepaticvessel_093_33_CT_liver_vessel.png,"(512, 512)",2392,"(496, 500, 217, 173)",6
train,hepaticvessel_093_34_CT_liver_vessel.png,"(512, 512)",2412,"(520, 504, 95, 167)",6
train,hepaticvessel_094_2_CT_liver_tumor.png,"(512, 512)",12524,"(400, 682, 159, 99)",1
train,hepaticvessel_094_3_CT_liver_tumor.png,"(512, 512)",19788,"(386, 678, 211, 121)",3
train,hepaticvessel_094_4_CT_liver_tumor.png,"(512, 512)",29768,"(366, 656, 253, 149)",4
train,hepaticvessel_094_5_CT_liver_tumor.png,"(512, 512)",37164,"(354, 652, 283, 169)",5
train,hepaticvessel_094_6_CT_liver_tumor.png,"(512, 512)",48788,"(330, 630, 325, 195)",7
train,hepaticvessel_094_7_CT_liver_tumor.png,"(512, 512)",55044,"(324, 624, 335, 201)",8
train,hepaticvessel_094_8_CT_liver_tumor.png,"(512, 512)",59412,"(314, 618, 349, 207)",9
train,hepaticvessel_094_9_CT_liver_tumor.png,"(512, 512)",63832,"(302, 596, 361, 229)",10
train,hepaticvessel_094_10_CT_liver_tumor.png,"(512, 512)",61396,"(292, 590, 353, 235)",9
train,hepaticvessel_094_11_CT_liver_tumor.png,"(512, 512)",62516,"(290, 588, 363, 237)",9
train,hepaticvessel_094_12_CT_liver_tumor.png,"(512, 512)",60052,"(292, 586, 373, 233)",9
train,hepaticvessel_094_13_CT_liver_tumor.png,"(512, 512)",59084,"(296, 584, 367, 231)",9
train,hepaticvessel_094_14_CT_liver_tumor.png,"(512, 512)",58948,"(314, 584, 347, 229)",9
train,hepaticvessel_094_15_CT_liver_vessel.png,"(512, 512)",1580,"(594, 426, 215, 259)",2
train,hepaticvessel_094_15_CT_liver_tumor.png,"(512, 512)",54644,"(330, 578, 327, 227)",8
train,hepaticvessel_094_16_CT_liver_vessel.png,"(512, 512)",2764,"(602, 386, 271, 359)",3
train,hepaticvessel_094_16_CT_liver_tumor.png,"(512, 512)",52964,"(348, 584, 301, 215)",8
train,hepaticvessel_094_17_CT_liver_vessel.png,"(512, 512)",3068,"(598, 422, 261, 315)",4
train,hepaticvessel_094_17_CT_liver_tumor.png,"(512, 512)",49020,"(358, 588, 287, 207)",7
train,hepaticvessel_094_18_CT_liver_vessel.png,"(512, 512)",3400,"(568, 420, 299, 311)",4
train,hepaticvessel_094_18_CT_liver_tumor.png,"(512, 512)",42884,"(372, 592, 269, 193)",6
train,hepaticvessel_094_19_CT_liver_vessel.png,"(512, 512)",3076,"(568, 376, 297, 343)",4
train,hepaticvessel_094_19_CT_liver_tumor.png,"(512, 512)",36460,"(382, 594, 259, 175)",5
train,hepaticvessel_094_20_CT_liver_vessel.png,"(512, 512)",2356,"(564, 380, 299, 325)",3
train,hepaticvessel_094_20_CT_liver_tumor.png,"(512, 512)",29464,"(398, 602, 243, 155)",4
train,hepaticvessel_094_21_CT_liver_vessel.png,"(512, 512)",2392,"(560, 394, 283, 327)",3
train,hepaticvessel_094_21_CT_liver_tumor.png,"(512, 512)",20672,"(416, 614, 203, 135)",3
train,hepaticvessel_094_22_CT_liver_vessel.png,"(512, 512)",3076,"(560, 412, 263, 301)",4
train,hepaticvessel_094_23_CT_liver_vessel.png,"(512, 512)",3128,"(562, 438, 253, 273)",4
train,hepaticvessel_094_24_CT_liver_vessel.png,"(512, 512)",4032,"(510, 456, 303, 245)",5
train,hepaticvessel_094_25_CT_liver_vessel.png,"(512, 512)",5120,"(516, 456, 299, 219)",7
train,hepaticvessel_094_26_CT_liver_vessel.png,"(512, 512)",7068,"(520, 434, 269, 237)",10
train,hepaticvessel_094_27_CT_liver_vessel.png,"(512, 512)",5592,"(528, 428, 263, 199)",7
train,hepaticvessel_094_28_CT_liver_vessel.png,"(512, 512)",1096,"(624, 424, 171, 213)",1
train,hepaticvessel_094_29_CT_liver_vessel.png,"(512, 512)",1024,"(630, 438, 169, 221)",1
train,hepaticvessel_094_30_CT_liver_vessel.png,"(512, 512)",1340,"(638, 444, 165, 219)",1
train,hepaticvessel_094_31_CT_liver_vessel.png,"(512, 512)",976,"(642, 470, 161, 197)",1
train,hepaticvessel_096_46_CT_liver_vessel.png,"(512, 512)",660,"(578, 448, 267, 303)",1
train,hepaticvessel_096_47_CT_liver_vessel.png,"(512, 512)",660,"(566, 432, 275, 317)",1
train,hepaticvessel_096_59_CT_liver_vessel.png,"(512, 512)",620,"(484, 418, 361, 337)",1
train,hepaticvessel_096_60_CT_liver_vessel.png,"(512, 512)",768,"(484, 422, 359, 333)",1
train,hepaticvessel_096_61_CT_liver_vessel.png,"(512, 512)",752,"(482, 436, 369, 319)",1
train,hepaticvessel_096_62_CT_liver_vessel.png,"(512, 512)",692,"(418, 436, 437, 319)",1
train,hepaticvessel_096_63_CT_liver_vessel.png,"(512, 512)",680,"(420, 436, 435, 319)",1
train,hepaticvessel_096_64_CT_liver_vessel.png,"(512, 512)",720,"(426, 436, 435, 319)",1
train,hepaticvessel_096_65_CT_liver_vessel.png,"(512, 512)",844,"(430, 448, 431, 307)",1
train,hepaticvessel_096_66_CT_liver_vessel.png,"(512, 512)",1108,"(432, 448, 429, 305)",2
train,hepaticvessel_096_67_CT_liver_vessel.png,"(512, 512)",1404,"(434, 448, 427, 305)",2
train,hepaticvessel_096_68_CT_liver_vessel.png,"(512, 512)",924,"(434, 434, 425, 319)",1
train,hepaticvessel_096_69_CT_liver_vessel.png,"(512, 512)",848,"(434, 432, 411, 321)",1
train,hepaticvessel_096_70_CT_liver_vessel.png,"(512, 512)",940,"(432, 430, 413, 323)",1
train,hepaticvessel_096_71_CT_liver_vessel.png,"(512, 512)",1032,"(430, 428, 415, 327)",1
train,hepaticvessel_096_72_CT_liver_vessel.png,"(512, 512)",1356,"(426, 428, 421, 329)",2
train,hepaticvessel_096_73_CT_liver_vessel.png,"(512, 512)",1384,"(494, 426, 355, 325)",2
train,hepaticvessel_096_74_CT_liver_vessel.png,"(512, 512)",1348,"(496, 426, 357, 323)",2
train,hepaticvessel_096_75_CT_liver_vessel.png,"(512, 512)",1176,"(500, 426, 363, 323)",2
train,hepaticvessel_096_76_CT_liver_vessel.png,"(512, 512)",1068,"(502, 430, 365, 317)",2
train,hepaticvessel_096_77_CT_liver_vessel.png,"(512, 512)",1024,"(504, 432, 359, 315)",1
train,hepaticvessel_096_78_CT_liver_vessel.png,"(512, 512)",1144,"(508, 434, 349, 313)",2
train,hepaticvessel_096_79_CT_liver_vessel.png,"(512, 512)",1140,"(510, 436, 349, 311)",2
train,hepaticvessel_096_80_CT_liver_vessel.png,"(512, 512)",1000,"(510, 440, 351, 307)",1
train,hepaticvessel_096_81_CT_liver_vessel.png,"(512, 512)",1036,"(512, 444, 353, 303)",1
train,hepaticvessel_096_82_CT_liver_vessel.png,"(512, 512)",1424,"(446, 444, 423, 305)",2
train,hepaticvessel_096_83_CT_liver_vessel.png,"(512, 512)",1740,"(446, 446, 411, 303)",3
train,hepaticvessel_096_84_CT_liver_vessel.png,"(512, 512)",1860,"(392, 450, 443, 305)",3
train,hepaticvessel_096_85_CT_liver_vessel.png,"(512, 512)",2140,"(396, 454, 415, 303)",4
train,hepaticvessel_096_86_CT_liver_vessel.png,"(512, 512)",2224,"(402, 458, 411, 299)",4
train,hepaticvessel_096_87_CT_liver_vessel.png,"(512, 512)",2496,"(424, 458, 393, 295)",4
train,hepaticvessel_096_88_CT_liver_vessel.png,"(512, 512)",3112,"(440, 458, 381, 295)",5
train,hepaticvessel_096_89_CT_liver_vessel.png,"(512, 512)",3568,"(446, 452, 383, 319)",6
train,hepaticvessel_096_90_CT_liver_vessel.png,"(512, 512)",3676,"(450, 458, 379, 313)",6
train,hepaticvessel_096_91_CT_liver_vessel.png,"(512, 512)",3844,"(452, 462, 379, 309)",7
train,hepaticvessel_096_92_CT_liver_vessel.png,"(512, 512)",3676,"(454, 476, 375, 295)",6
train,hepaticvessel_096_93_CT_liver_vessel.png,"(512, 512)",3056,"(458, 476, 369, 277)",5
train,hepaticvessel_096_94_CT_liver_vessel.png,"(512, 512)",3264,"(462, 454, 365, 299)",6
train,hepaticvessel_096_94_CT_liver_tumor.png,"(512, 512)",1632,"(668, 496, 97, 27)",2
train,hepaticvessel_096_95_CT_liver_vessel.png,"(512, 512)",3940,"(466, 458, 361, 297)",7
train,hepaticvessel_096_95_CT_liver_tumor.png,"(512, 512)",1808,"(668, 492, 95, 33)",2
train,hepaticvessel_096_96_CT_liver_vessel.png,"(512, 512)",4164,"(468, 460, 361, 305)",7
train,hepaticvessel_096_96_CT_liver_tumor.png,"(512, 512)",4340,"(666, 482, 97, 51)",6
train,hepaticvessel_096_97_CT_liver_vessel.png,"(512, 512)",4252,"(470, 464, 361, 299)",8
train,hepaticvessel_096_97_CT_liver_tumor.png,"(512, 512)",4388,"(666, 484, 99, 51)",6
train,hepaticvessel_096_98_CT_liver_vessel.png,"(512, 512)",4368,"(472, 466, 373, 297)",8
train,hepaticvessel_096_98_CT_liver_tumor.png,"(512, 512)",4980,"(668, 478, 91, 67)",7
train,hepaticvessel_096_99_CT_liver_vessel.png,"(512, 512)",4556,"(428, 462, 449, 301)",8
train,hepaticvessel_096_99_CT_liver_tumor.png,"(512, 512)",6388,"(668, 470, 99, 77)",9
train,hepaticvessel_096_100_CT_liver_vessel.png,"(512, 512)",4896,"(478, 462, 401, 301)",9
train,hepaticvessel_096_100_CT_liver_tumor.png,"(512, 512)",5836,"(664, 472, 105, 69)",8
train,hepaticvessel_096_101_CT_liver_vessel.png,"(512, 512)",5136,"(434, 460, 437, 303)",9
train,hepaticvessel_096_101_CT_liver_tumor.png,"(512, 512)",6296,"(662, 472, 107, 75)",9
train,hepaticvessel_096_102_CT_liver_vessel.png,"(512, 512)",5308,"(436, 460, 431, 305)",10
train,hepaticvessel_096_102_CT_liver_tumor.png,"(512, 512)",6720,"(664, 468, 107, 81)",9
train,hepaticvessel_096_103_CT_liver_vessel.png,"(512, 512)",5296,"(438, 458, 423, 321)",9
train,hepaticvessel_096_103_CT_liver_tumor.png,"(512, 512)",6808,"(668, 466, 105, 85)",10
train,hepaticvessel_096_104_CT_liver_vessel.png,"(512, 512)",4452,"(440, 458, 371, 321)",8
train,hepaticvessel_096_104_CT_liver_tumor.png,"(512, 512)",6340,"(668, 466, 107, 81)",9
train,hepaticvessel_096_105_CT_liver_vessel.png,"(512, 512)",4516,"(440, 458, 353, 303)",8
train,hepaticvessel_096_105_CT_liver_tumor.png,"(512, 512)",5952,"(668, 468, 105, 75)",8
train,hepaticvessel_096_106_CT_liver_vessel.png,"(512, 512)",4448,"(440, 458, 347, 305)",8
train,hepaticvessel_096_106_CT_liver_tumor.png,"(512, 512)",6248,"(670, 470, 101, 81)",9
train,hepaticvessel_096_107_CT_liver_vessel.png,"(512, 512)",4336,"(416, 458, 369, 311)",8
